# Kepler Asteroseismic Data
# KIC number: 9480469
# Season:     Q4
# TRF:        0
# Version:    7
# Time is in truncated barycentric julian date
# Time (days), Raw Flux, Raw Flux error, Corrected Flux, Corrected Flux error
#-----------------------------------------------------------
    55185.3771245 1.03847148e+05 9.05112171e+00           -Inf           -Inf
    55185.3975574 1.03635398e+05 9.04389858e+00 1.11034789e+05 9.69393444e+00
    55185.4179904           -Inf           -Inf           -Inf           -Inf
    55185.4384231 1.02897750e+05 9.01696968e+00 1.10235312e+05 9.66538525e+00
    55185.4588560 1.02449047e+05 9.00127316e+00 1.09746227e+05 9.64842606e+00
    55185.4792889 1.01998742e+05 8.98563004e+00 1.09263219e+05 9.63189793e+00
    55185.4997217 1.01598594e+05 8.97167683e+00 1.08833312e+05 9.61724472e+00
    55185.5201546 1.01275828e+05 8.96049881e+00 1.08479734e+05 9.60220242e+00
    55185.5405874 1.01005367e+05 8.95086575e+00 1.08191688e+05 9.59275913e+00
    55185.5610204 1.00806812e+05 8.94262028e+00 1.07983633e+05 9.58605289e+00
    55185.5814532 1.00696031e+05 8.93880653e+00 1.07862172e+05 9.57944679e+00
    55185.6018860 1.00676930e+05 8.93819427e+00 1.07871727e+05 9.58010578e+00
    55185.6223190 1.00715203e+05 8.93959427e+00 1.07912578e+05 9.58264160e+00
    55185.6427518 1.00828656e+05 8.94345379e+00 1.08019141e+05 9.58428860e+00
    55185.6631847 1.00985422e+05 8.94890976e+00 1.08186438e+05 9.59041405e+00
    55185.6836176 1.01229680e+05 8.95883560e+00 1.08449281e+05 9.60254097e+00
    55185.7040504 1.01531453e+05 8.96938992e+00 1.08769016e+05 9.61387062e+00
    55185.7244833 1.01819992e+05 8.97932625e+00 1.09079828e+05 9.62458611e+00
    55185.7449162 1.02136508e+05 8.99047756e+00 1.09414977e+05 9.63584518e+00
    55185.7653490 1.02406453e+05 8.99987602e+00 1.09704617e+05 9.64723301e+00
    55185.7857819 1.02611625e+05 9.00696468e+00 1.09923305e+05 9.65566158e+00
    55185.8062147 1.02777289e+05 9.01276588e+00 1.10100086e+05 9.65878868e+00
    55185.8266477 1.02829328e+05 9.01460361e+00 1.10159008e+05 9.66224194e+00
    55185.8470805 1.02794812e+05 9.01343441e+00 1.10130219e+05 9.66167736e+00
    55185.8675133 1.02693906e+05 9.00995445e+00 1.10022102e+05 9.65718937e+00
    55185.8879463 1.02548031e+05 9.00474739e+00 1.09871148e+05 9.65208340e+00
    55185.9083791 1.02315031e+05 8.99675083e+00 1.09628859e+05 9.64348030e+00
    55185.9288119 1.02101969e+05 8.98944378e+00 1.09394719e+05 9.63549042e+00
    55185.9492449 1.01877375e+05 8.98154068e+00 1.09151391e+05 9.62971020e+00
    55185.9696778 1.01604617e+05 8.97213650e+00 1.08855758e+05 9.62004280e+00
    55185.9901105           -Inf           -Inf           -Inf           -Inf
    55186.0105434 1.01186648e+05 8.95755196e+00 1.08398492e+05 9.60437489e+00
    55186.0309764 1.01066227e+05 8.95324326e+00 1.08270562e+05 9.59830761e+00
    55186.0514092 1.00991555e+05 8.94930649e+00 1.08190523e+05 9.59488010e+00
    55186.0718420 1.00987648e+05 8.94923496e+00 1.08196539e+05 9.59543419e+00
    55186.0922750 1.01098141e+05 8.95428562e+00 1.08319195e+05 9.59919643e+00
