# Kepler Asteroseismic Data
# KIC number: 8739181
# Season:     Q4
# TRF:        0
# Version:    7
# Time is in truncated barycentric julian date
# Time (days), Raw Flux, Raw Flux error, Corrected Flux, Corrected Flux error
#-----------------------------------------------------------
    55185.3766491 2.74071031e+05 1.36944084e+01           -Inf           -Inf
    55185.3970822 2.73630156e+05 1.36846714e+01 2.81047562e+05 1.40263329e+01
    55185.4175155           -Inf           -Inf           -Inf           -Inf
    55185.4379485 2.72865500e+05 1.36676750e+01 2.80255094e+05 1.40091476e+01
    55185.4583816 2.72524094e+05 1.36599741e+01 2.79909156e+05 1.40038538e+01
    55185.4788148 2.72170000e+05 1.36520863e+01 2.79541000e+05 1.39979210e+01
    55185.4992479 2.71861688e+05 1.36452923e+01 2.79226344e+05 1.39872894e+01
    55185.5196810 2.71527781e+05 1.36378517e+01 2.78882875e+05 1.39798660e+01
    55185.5401141 2.71297656e+05 1.36327028e+01 2.78647031e+05 1.39795361e+01
    55185.5605473 2.71063594e+05 1.36267805e+01 2.78401594e+05 1.39715042e+01
    55185.5809804 2.70844406e+05 1.36222830e+01 2.78182000e+05 1.39645567e+01
    55185.6014135 2.70660719e+05 1.36178341e+01 2.77992781e+05 1.39632902e+01
    55185.6218467 2.70496969e+05 1.36141644e+01 2.77817031e+05 1.39598093e+01
    55185.6422798 2.70376438e+05 1.36115494e+01 2.77703656e+05 1.39557419e+01
    55185.6627130 2.70307094e+05 1.36099119e+01 2.77627719e+05 1.39548464e+01
    55185.6831461 2.70193656e+05 1.36074095e+01 2.77510562e+05 1.39497499e+01
    55185.7035792 2.70139375e+05 1.36040907e+01 2.77456938e+05 1.39450922e+01
    55185.7240124 2.70151969e+05 1.36064148e+01 2.77467719e+05 1.39500666e+01
    55185.7444455 2.70167969e+05 1.36068544e+01 2.77483875e+05 1.39497709e+01
    55185.7648786 2.70231625e+05 1.36082773e+01 2.77548188e+05 1.39513893e+01
