# Kepler Asteroseismic Data
# KIC number: 3437778
# Season:     Q12
# TRF:        0
# Version:    4
# Time is in truncated barycentric julian date
# Time (days), Raw Flux, Raw Flux error, Corrected Flux, Corrected Flux error
#-----------------------------------------------------------
    55932.4080689 6.27110986e+03 3.27544737e+00           -Inf           -Inf
    55932.4285020 5.96964600e+03 3.24355006e+00 7.51653662e+03 4.09504843e+00
    55932.4489350 5.45846973e+03 3.19266605e+00 6.86796533e+03 4.03233051e+00
    55932.4693681 4.71287549e+03 3.10860395e+00 5.92272021e+03 3.92480516e+00
    55932.4898010 4.01935742e+03 3.03377676e+00 5.04319775e+03 3.83202481e+00
    55932.5102340 3.88229541e+03 3.01908088e+00 4.86910254e+03 3.81472516e+00
    55932.5306671 4.17247119e+03 3.05221248e+00 5.23715625e+03 3.85501814e+00
    55932.5511001 4.94952295e+03 3.13482189e+00 6.22212158e+03 3.96051788e+00
    55932.5715330 5.63853076e+03 3.21078682e+00 7.09569922e+03 4.05539942e+00
    55932.5919661 6.08326611e+03 3.25462747e+00 7.65951025e+03 4.10957956e+00
    55932.6123991 6.37307520e+03 3.28746724e+00 8.02635791e+03 4.15121698e+00
    55932.6328320 6.59865283e+03 3.30921197e+00 8.28862793e+03 4.17818022e+00
    55932.6532651 6.72895898e+03 3.32185626e+00 8.44945801e+03 4.19560719e+00
    55932.6736980 6.76447266e+03 3.32526970e+00 8.49421973e+03 4.19928885e+00
    55932.6941311 6.69277002e+03 3.31840420e+00 8.40725000e+03 4.19138336e+00
    55932.7145640 6.55940088e+03 3.30545902e+00 8.24509180e+03 4.17419481e+00
    55932.7349970 6.38694922e+03 3.28881621e+00 8.03536230e+03 4.15498495e+00
    55932.7554300 6.12912256e+03 3.26143551e+00 7.71598096e+03 4.12030840e+00
    55932.7758630 5.79258838e+03 3.22613335e+00 7.28910156e+03 4.07764339e+00
    55932.7962960 5.49496777e+03 3.19637704e+00 6.91170850e+03 4.03921366e+00
    55932.8167290 5.37698047e+03 3.18429732e+00 6.76195215e+03 4.02475214e+00
    55932.8371620 5.38068604e+03 3.18486452e+00 6.76633887e+03 4.02592802e+00
    55932.8575951 5.51094189e+03 3.19802785e+00 6.93158008e+03 4.04272175e+00
    55932.8780280 5.78562061e+03 3.22541404e+00 7.27956934e+03 4.07652187e+00
    55932.8984610 6.10490332e+03 3.25685596e+00 7.68423291e+03 4.11704969e+00
    55932.9188941 6.34158447e+03 3.28239894e+00 7.98443896e+03 4.14923525e+00
